	ID	TITLE	PREDICTED_MINIBATCH	PREDICTED_LDA	PREDICTED_HIERARCHICAL	PREDICTED_SPECTRAL	CONSENSUS	FINAL_PREDICTION
588	10467688	Tapete Light Grafite  40 X 58cm 3m	0	0	0	0	0	0
589	10468173	Boneca Trevisan Concept Mensageira da Diversão Gaoshan 12cm x 10cm x 5cm	0	0	0	0	0	0
590	10468240	Skate Waveboard Rocking Cores	0	1	0	0	0	1
591	10469428	Mala Art Deco Com Rodinhas Em Vinil - 53x35 Cm	0	0	0	0	0	0
592	10469994	Capa Personalizada Exclusiva Lg G4 H815p - Pe81	0	1	1	1	1	0
593	10471093	Shampoo Ojonoil Sem Sal 300ml - Revitah Vita Seiva	0	0	0	0	0	0
594	10471192	Estêncil Para Pintura Simples 10x10 Joaninha - Opa1042 - Opa	0	0	0	0	0	0
595	10471631	Lowell Bioplastia Capilar Shampoo Reconstrutor 240ml	0	0	0	0	0	0
596	10471644	Capa Preta Para Sony Xperia Z4	0	1	1	1	1	0
597	10471702	Capa Preta Para Sony Xperia Z3	0	1	1	1	1	0
598	10471711	Probelle Shampoo Force Relax - 1000ml	0	0	0	0	0	0
599	10471786	Preta Gil Esmalte Cremoso Cinza Luxo 9ml	0	1	0	0	0	1
600	10471849	Coifa Consul Parede Facilite Piramidal Aço Inox 60cm 110V CA060BRANA	0	0	0	0	0	0
601	10471854	Coifa Consul Parede Facilite Piramidal Aço Inox 60cm 220V	0	0	0	0	0	0
602	10472641	Mesa Escolar Infantil 92361000 Tramontina	0	0	0	0	0	0
603	10474045	Suporte Veicular Volante Celular Carro Gps Smartphone Iphone   Preto/Vermelho  Preto/Vermelho  Preto/Vermelho  Preto/Vermelho  Único  Único  Único  Único	0	1	0	0	0	1
604	10474951	Orofluido Shampoo - 1000ml	0	0	0	0	0	0
605	10475511	Pó Compacto Revlon Colorstay	0	0	0	0	0	0
606	10475637	Bcaa Powder (300g) - Body Action	0	0	0	0	0	0
607	10476412	Tamborete Do Bob Zoom	0	1	0	0	0	1
608	10476834	Cintadora De Cédulas Bp 1510 (Para Fita De 3 Cm)	0	1	0	0	0	1
609	10477457	Corretivo Soft Claríssimo 00 - Dailus	0	0	0	0	0	0
610	10477472	Schwarkopf 3d Men Shampoo Anti-Oleosidade -  250ml	0	0	0	0	0	0
611	10477826	Base Soft Dailus - Bege Claro	0	0	0	0	0	0
612	10478217	Dailus Base Líquida Soft Efeito Matte 30g	0	0	0	0	0	0
613	10478219	Dailus Color - Base Liquida Soft 30g	0	0	0	0	0	0
614	10479907	Capa Personalizada Exclusiva Nokia Lumia 830 N830 - Fl14	0	1	1	1	1	0
615	10480045	Capa Personalizada Exclusiva Samsung Galaxy Note 4 N910c - At22	1	1	1	1	1	0
616	10480067	Capa Personalizada Exclusiva Samsung Galaxy Note 4 N910c - Cd18	1	1	1	1	1	0
617	10480164	Capa Personalizada Exclusiva Samsung Galaxy Note 4 N910c - Ep20	1	1	1	1	1	1
618	10480193	Capa Personalizada Exclusiva Samsung Galaxy Note 4 N910c - Vt16	1	1	1	1	1	0
619	10480244	Capa Personalizada Exclusiva Samsung Galaxy Note 4 N910c - Tx56	1	1	1	1	1	0
620	10480256	Capa Personalizada Exclusiva Samsung Galaxy Note 4 N910c - Lv21	1	1	1	1	1	0
621	10480260	Capa Personalizada Exclusiva Samsung Galaxy Note 4 N910c - Mu01	1	1	1	1	1	0
622	10480262	Capa Personalizada Exclusiva Samsung Galaxy Note 4 N910c - Mu11	1	1	1	1	1	0
623	10480272	Capa Personalizada Exclusiva Samsung Galaxy Note 4 N910c - Pe28	1	1	1	1	1	0
624	10480286	Capa Personalizada Exclusiva Samsung Galaxy Note 4 N910c - Tx55	1	1	1	1	1	0
625	10480342	Capa Personalizada Exclusiva Samsung Galaxy Note 4 N910c - Fl14	1	1	1	1	1	0
626	10480402	Capa Personalizada Exclusiva Samsung Galaxy Note 4 N910c - Tx08	1	1	1	1	1	0
627	10481255	Controlador Trackformer Xw-pd1 Sintetizador, Sequenciador, Sampler E Efeitos - Casio	0	1	0	0	0	1
628	10482026	Capa De Silicone Fumê Para Motorola Moto E 2° Geração	1	1	1	1	1	0
629	10482286	Dominó Animais Domésticos - Ciabrink	0	0	0	0	0	0
630	10482309	Dominó Tradicional - Ciabrink	0	0	0	0	0	0
631	10482316	Cubo de Atividades - Ciabrink	0	0	0	0	0	0
632	10482324	Jogo de Dominó Horas Caixa em Madeira	0	0	0	0	0	0
633	10482333	Alfabeto Recortado - Ciabrink	0	0	0	0	0	0
634	10482339	Alinhavos - Ciabrink	0	0	0	0	0	0
635	10482375	Alfabeto Ilustrado - Ciabrink	0	0	0	0	0	0
636	10482393	Fonte De Alimentação 12v 1000ma 100/240v Rohs 9124	0	0	0	0	0	0
637	10482419	Palavras Cruzadas Pedagógicas - Ciabrink	0	0	0	0	0	0
638	10482422	Teatro De Fantochestecidociabrink	0	0	0	0	0	0
639	10482432	Cantinho da Leitura - Ciabrink	0	0	0	0	0	0
640	10482436	Prateleira Infantil - Ciabrink	0	0	0	0	0	0
641	10482438	Jogo Da Memória - Masculino E Feminino - Ciabrink	0	0	0	0	0	0
642	10482443	Jogo Da Memória - Alfabetização - Ciabrink	0	0	0	0	0	0
643	10482450	Material Dourado - Ciabrink	0	0	0	0	0	0
644	10482458	Numerais com Pinos - Madeira - 55 peças	0	0	0	0	0	0
645	10482473	Alinhavos Fundo do Mar 3D - Ciabrink	0	0	0	0	0	0
646	10482475	Vagões Espilháveis - Madeira - Ciabrink	0	0	0	0	0	0
647	10482490	Fantoche Reciclagem 4 Peças Em Feltro Aprendizado 1479 Ciabrink	0	0	0	0	0	0
648	10482501	Kit Trânsito - Ciabrink	0	0	0	0	0	0
649	10482511	Numerais e Quantidades - Ciabrink	0	0	0	0	0	0
650	10482515	Ábaco Aberto - Sêquencia de Unidades - Ciabrink	0	0	0	0	0	0
651	10482573	Conversor Rca/Filtro/Saida Remota St6100 Stetsom	0	0	0	0	0	0
652	10482895	Smoby-Carrinho De Puxar Gulliver 5031	0	0	0	0	0	0
653	10482923	Eletroventilador Para Palio, Siena, Strada E Uno Fire - Drift - Dk60205	0	0	0	0	0	0
654	10483706	Violão Elétrico Michael Folk Vm925dtss Aço - Sunburst Fosco	0	0	0	0	0	0
655	10483745	Violão Elétrico Michael Folk Vm925dtst Aço - Natural Satin	0	0	0	0	0	0
656	10483926	Capa De Silicone Fumê Para Lg G3 Stylus	1	1	1	1	1	0
657	10483928	Capa De Silicone Fumê Para Samsung Galaxy J5	1	1	1	1	1	0
658	10484035	Capa De Silicone Fumê Para Nokia Lumia 730	1	1	1	1	1	0
659	10484043	Capa De Silicone Fumê Para Lg L Prime	1	1	1	1	1	1
660	10485704	Ábaco Fechado Madeira	0	0	0	0	0	0
661	10485814	Capa De Silicone Fumê Para Motorola Moto G	1	1	1	1	1	0
662	10486096	Capa De Silicone Fumê Para Motorola Moto G 2014 2° Geração	1	1	1	1	1	0
663	10486111	Capa De Silicone Fumê Para Nokia Microsoft Lumia N640 Xl	1	1	1	1	1	0
664	10486112	Estêncil Para Pintura Simples 15x20 Estamparia Abstrata - Opa1212 - Opa	0	0	0	0	0	0
665	10486749	Banqueta Alta 2 Cores Opzione - Maxima	0	0	0	0	0	0
666	10488575	Colágeno Clinical Skin (300g) - Body Action	0	0	0	0	0	0
667	10488593	Disco Flash DTC 2767	0	0	0	0	0	0
668	10489270	Refil De Toner Para Samsung Magenta Universal 1kg	0	0	0	1	0	0
669	10489294	Kit 4 Toners Para Brother Tn 221 Cmyk Compatível	0	0	0	0	0	0
670	10489339	Toner Samsung Clp 325 | Clx3185fw | Y407s Yellow Compatível	0	0	0	1	0	0
671	10489492	Fantoche - Animais Selvagens - Girafa - Papo de Pano	0	0	0	0	0	0
672	10489507	Fantoche - Animais Selvagens - Pinguim - Papo de Pano	0	0	0	0	0	0
673	10489822	Detetive Kit De Impressões Digitaisd	0	0	0	0	0	0
674	10490282	Estêncil Para Pintura Simples 10x30 Bailarina - Opa699 - Opa	0	0	0	0	0	0
675	10490294	Adaptador Visual Sound L6 Converter Cl6	0	0	0	0	0	0
676	10490453	Cama Exclusive com Auxiliar e Grade de Proteção - Laqueado Branco - Madeira Maciça - CasaTema	0	1	0	0	0	1
677	10490862	Encordoamento Violão Elixir 011-052 Custom Light Phosphor Bronze (5338)	0	0	0	0	0	0
678	10491210	Suporte Triplo P/ Guitarra Hercules Gs432b C/ Regulagem De Altura (2787)	0	0	0	0	0	0
679	10491315	Encordoamento Violão Nylon Nig N470 Alta Tensão Com Bolinha	0	0	0	0	0	0
680	10491319	Encordoamento Baixo 6 Cordas Nig N760 .045.130 Escala Longa	0	0	0	0	0	0
681	10493017	Schwarzkopf Professional 3D Men Root Activator - Shampoo 250ml	0	0	0	0	0	0
682	10496932	Botão Adesivo Coração Iphone-Ipad	0	1	0	0	0	1
683	10497163	Colchão de Casal Ortobom D28 Light Branco 14x128x188	0	1	0	0	0	1
684	10497580	Capa De Tpu Para Lg L7 Ii Optimus P710 P714  Pelicula Grafite	1	1	1	1	1	0
685	10497608	Shampoo BC Bonacure Scalp Deep Cleansing Schwarzkopf 200ml	0	0	0	0	0	0
686	10497615	Kerastase Resistance Force Architecte Shampoo 250 Ml	0	0	0	0	0	0
687	10497620	Capa De Tpu Para Lg G2 Mini D618 D620 D620r + Película Anti Shock Grafite	1	1	1	1	1	0
688	10497781	Felps Xintense Máscara Nutritiva 250g	0	0	0	0	0	0
689	10497802	Capa De Tpu Para Lg Dual Tv L40 D175 D165  Película Grafite	1	1	1	1	1	0
690	10497803	Capa De Tpu Para Lg Optimus Ii L5 E455  Pelicula Branca	1	1	1	1	1	1
691	10497807	Cabo De Dados Colorido Micro Usb Samsung Lg Nokia Motorola V8 Preto	0	1	0	1	0	1
692	10498631	Balança E Cesta De Compras - Calesita	0	0	0	0	0	0
693	10498776	Boliche De Madeiranew Art	0	0	0	0	0	0
694	10499124	Berço mini cama Nanda Carolina Baby	0	1	0	0	0	1
695	10499130	Colchão Casal King Verticoil Smart Preto Sistema c/ Antifungo e Antialérgico - (193x203x23 cm)	0	1	0	0	0	1
696	10500012	Capa Tpu Xiaomi Redmi 2 - Grafite	1	1	0	1	1	0
697	10500312	Capa Tpu Lg G Pad 8.3 Polegadas V500 - Transparente	1	1	0	1	1	0
698	10500622	Capa Personalizada Exclusiva Sony Xperia M2 Aqua D2403 D2406 - At75	0	1	1	1	1	0
699	10500731	Capa Personalizada Exclusiva Sony Xperia M2 Aqua D2403 D2406 - Cd27	0	1	1	1	1	1
700	10500795	Refil De Toner Para Brother  Tn 560 | Hl 5040 1kg	0	0	0	0	0	0
701	10500802	Refil De Toner Para Brother  Tn 460 | Hl 1230 | 1440 | Mfc 9800 1kg	0	0	0	0	0	0
702	10501070	Toalha C/ Capuz Bichinhos Bordados Ursinho Azul - Papi	0	1	0	0	0	1
703	10501256	Refil Toner Para Brother Tn 750 | Dcp 8110dn Aton 1kg	0	0	0	0	0	0
704	10501485	Calça Segunda Pele X-Thermo DS Lady - Solo - PRETA - PP	0	0	0	0	0	0
705	10502530	Carregador Universal Para Notebook 100w - Multilas	0	0	0	0	0	0
706	10502750	Capa Personalizada Exclusiva Sony Xperia T3 D5102 D5103 D5106 - Hg01	0	1	1	1	1	1
707	10502782	Carregador Universal Para Notebook 90w - Multilase	0	0	0	0	0	0
708	10502867	Splitter Hdmi 1.3 1 Entrada X 4 Saídas Preto Pix	0	0	0	0	0	0
709	10503182	Switch Intelbras Sg800c 8 Portas 10/100/1000 Mbps Gigabit - 4005064	0	0	0	0	0	0
710	10503773	Cabo Usb 10 Saídas	0	0	0	0	0	0
711	10504239	Capa Nokia Lumia 800 - TPU Transparente	1	1	1	1	1	0
712	10504283	Capa Iphone 4/4s - Tpu Extreme Vermelho	1	1	0	1	1	0
713	10505254	Toca Do Pirata Com 100 Bolinhas Braskit 620-7 050090	0	0	0	0	0	0
714	10505301	Placa De Video Msi Geforce Gtx 960 4gb Ddr5 128bits Gtx 960 4gd5t Oc	0	0	0	0	0	0
715	10505404	Lentes Celular 4 Em 1 Telescopica Zoom 10x Universal Fisheye	0	0	0	0	0	0
716	10508089	Capa Personalizada Exclusiva Sony Xperia Z Ultra Xl39h C6802 C6806 - Pe69	0	1	1	1	1	1
717	10508236	Capa Personalizada Exclusiva Sony Xperia Z3 Compact Mini D5803 D5833 - Vt12	0	1	1	1	1	1
718	10508284	Capa Personalizada Exclusiva Sony Xperia Z3 Compact Mini D5803 D5833 - Hg01	0	1	1	1	1	1
719	10508322	Capa Personalizada Exclusiva Sony Xperia Z Ultra Xl39h C6802 C6806 - Vt12	0	1	1	1	1	0
720	10508331	Capa Personalizada Exclusiva Sony Xperia Z3 Compact Mini D5803 D5833 - At06	0	1	1	1	1	1
721	10508352	Capa Personalizada Exclusiva Sony Xperia Z3 Compact Mini D5803 D5833 - At49	0	1	1	1	1	0
722	10508432	Capa Personalizada Exclusiva Sony Xperia Z Ultra Xl39h C6802 C6806 - Pe92	0	1	1	1	1	0
723	10509685	Fonte Carregador para Lenovo IdeaPad Y560 Y560d Y560p Y570 Y570p Series - 19V 65W	0	0	0	0	0	0
724	10510622	Toalha C/ Capuz Bichinhos Bordados Coelhinha Rosa - Papi	0	1	0	0	0	1
725	10510628	Película De Vidro Para Samsung Galaxy Gran Prime	1	1	1	1	1	0
726	10511067	Capa Samsung Galaxy S3 Mini TPU Preto	1	1	1	1	1	1
727	10511083	Capa Transparente Para Samsung Galaxy E5	1	1	1	1	1	0
728	10511096	Capa Samsung Galaxy S4 Tpu Transparente	1	1	1	1	1	0
729	10511106	Capa Samsung Galaxy Gran Duos Tpu Preto	1	1	1	1	1	0
730	10511118	Capa Plastica Bracadeira - Prova Dagua	0	1	0	1	0	1
731	10511381	Capa De Silicone Fumê Para Lg F60 - Underbody	1	1	1	1	1	0
732	10511493	Batom Vult	0	0	0	0	0	0
733	10511494	Vult Batom 3,5g	0	0	0	0	0	0
734	10511667	Batom Líquido Vult Matte 05	0	0	0	0	0	0
735	10511671	Batom Líquido Vult Matte 06	0	0	0	0	0	0
736	10511688	Batom Vult 05	0	0	0	0	0	0
737	10511906	Batom Vult cor 31	0	0	0	0	0	0
738	10511912	Batom Vult Nº55	0	0	0	0	0	0
739	10511920	Batom Vult Nº66	0	0	0	0	0	0
740	10512043	Batom Vult Nº41	0	0	0	0	0	0
741	10512542	Condicionador Infantil Lorys Green Shake 500ml	0	0	0	0	0	0
742	10512598	Condicionador Infantil Lorys Baby Calêndula 500ml	0	0	0	0	0	0
743	10512606	Condicionador Infantil Lorys Blue Shake 500ml	0	0	0	0	0	0
744	10512610	Condicionador Infantil Lorys Purple Shake 500ml	0	0	0	0	0	0
745	10512684	Condicionador Infantil  Acqua Kids  Erva Doce 250ml	0	0	0	0	0	0
746	10512846	Condicionador Tresemmé Hidratação Profunda 400ml	0	0	0	0	0	0
747	10514450	Kit 2 Trucks Especiais Alumínio para Skate Bel Fix Sports mod 4037 - Belfix	0	0	0	0	0	0
748	10514532	Capa Personalizada Exclusiva Xiaomi Redmi 2 - Ep10	0	1	0	1	0	1
749	10514897	Capa Silicone Transparente Para Samsung Galaxy E7	1	1	1	1	1	0
750	10515031	Capa Samsung Galaxy S4 Mini Preto	1	1	1	1	1	0
751	10515062	Capa para Vade Mecum, Livros e Bíblias Marca Fácil P - Vermelha	0	1	0	1	0	1
752	10515543	Capa Transparente Para Samsung Galaxy Gran Prime	1	1	1	1	1	0
753	10515587	Colchão Casal Padrão Verticoil Smart Preto Sistema C/ Antifungo E Antialérgico - (138x188x23 Cm)	0	1	0	0	0	1
754	10515599	Batom Líquido Vult Matte 01	0	0	0	0	0	0
755	10515663	Baterial Recarregável P/ Telefone S/ Fio 600mah 2,4v Genérico	0	0	0	0	0	0
756	10515674	Colchão Casal Queen Verticoil Smart Preto Sistema C/ Antifungo E Antialérgico - (158x198x23 Cm)	0	1	0	0	0	1
757	10515742	Rack Em Madeira Maciça Com 2 Gavetas Fort Jones - Castanho Canela	0	0	0	0	0	0
758	10515777	Barzinho Campbell 100 Mdf Com Rodízios E Porta Garrafa - Preto Arizona	0	0	0	0	0	0
759	10515789	Colchão Solteiro Padrão Verticoil Smart Preto Sistema c/ Antifungo e Antialérgico - (88x188x23 cm)	0	1	0	0	0	1
760	10515808	Pilha Tamanho N 1,5v 900mah Shrink Goldpeony	0	0	0	0	0	0
761	10515990	Colchão Solteiro Verticoil Smart Preto Sistema c/ Antifungo e Antialérgico - (78x188x23 cm)	0	1	0	0	0	1
762	10516031	Capa De Silicone De Transparente Para Iphone 6 Plus	1	1	1	1	1	0
763	10516046	Kit Violão Elétrico Strinberg Aw53   Caixa Lx40  Capa  Acessórios - Preto	0	0	0	1	0	0
764	10516199	Capa Transparente Para Lg G3	1	1	1	1	1	0
765	10516219	Carga De Fumaça Com 1 Litro Dragon Neutro Laserled	0	0	0	0	0	0
766	10516782	Capa Transparente Para Microsoft Lumia 435	1	1	1	1	1	0
767	10517017	Kit Escova Progressiva Natu Hair Skafe 350g	0	0	0	0	0	0
768	10517578	Refil Para Toner Samsung Ml 3710 | Scx 5637 250g	0	0	0	1	0	0
769	10517625	Refil De Toner Para Brother Tn 350  | Hl 2040 100g	0	0	0	0	0	0
770	10517649	Kit 4 Tintas Para Lexmark Universal Aton Black 500ml Cyan Magenta Yellow 100 Ml	0	0	0	0	0	0
771	10517837	Refil De Toner E Chip Para Xerox 3428 | 3428dn 200g	0	0	0	0	0	0
772	10518120	Adaptador DVI Fêmea x HDMI Macho - Genérico	0	0	0	0	0	0
773	10518681	Esmerilhadeira Angular 4.1/2? Gws 6-115 Professional	0	0	0	0	0	0
774	10518883	Capa Galaxy S3 - Mapa Middle Earth / Terra Média - O Hobbit	1	1	1	1	1	0
775	10519710	Celular Blu Samba Jr Q53 Prata Dual Chip Silver	0	1	0	0	0	1
776	10522304	Carregador Veicular Combo - Carregador  Power Bank E Lanterna (Cor Preta)	0	1	0	0	0	1
777	10522654	Relax Salon Line Guanidina Manga Medios Ou Finos 218g	0	0	0	0	0	0
778	10522781	Shampoo Infantil Acqua Kids Cabelos Cacheados 250ml	0	0	0	0	0	0
779	10522785	Shampoo Infantil Acqua Kids Maçã E Camomila 250ml	0	0	0	0	0	0
780	10522788	Shampoo Infantil Acqua Kids Uva E Aloe Vera 250ml	0	0	0	0	0	0
781	10522939	Shampoo Lorys Kids Blue Shake 500ml	0	0	0	0	0	0
782	10522943	Shampoo Lorys Kids Red Shake 500ml	0	0	0	0	0	0
783	10523291	Estêncil Para Pintura Simples 10x30 Fundo Do Mar Ii - Opa206 - Opa	0	0	0	0	0	0
784	10523567	Perfume Ange Ou Deacute.Mon Le Parfum Amp. Son A	0	0	0	0	0	0
785	10523569	Perfume Royal Marina Turquoise Edp Feminino 100ml	0	0	0	0	0	0
786	10523624	Capa Rígida Para Máquina Fotográfica - Cinza	0	1	0	1	0	1
787	10523626	Capa Rígida Para Máquina Fotográfica - Rosa	0	1	0	1	0	1
788	10523824	Capa Rígida Para Máquina Fotográfica - Verde	0	1	0	1	0	1
789	10523828	Capa Rígida Para Máquina Fotográfica - Azul	0	1	0	1	0	1
790	10524313	Mini Massageador Supermedy Com Usb Preto	0	0	0	0	0	0
791	10524314	Mini Massageador Supermedy Com Usb Azul	0	0	0	0	0	0
792	10524344	Repetidor De Celular 1800mhz Prorc-1820 Proeletronic	0	1	0	0	0	1
793	10524367	Repetidor De Celular 900mhz Prorc-9020 Proeletronic	0	1	0	0	0	1
794	10525858	Shampoo Clear Men Anti Caspa Controle De Coceira 200ml	0	0	0	0	0	0
795	10526732	Cômoda Lila Branco	0	1	0	0	0	1
796	10527136	Carregador De Bateria 127v Cbv1600 Amarelo Vonder	0	0	0	0	0	0
797	10527348	Carimbo Em Borracha Com Madeira Flor Catavento 003pri	0	0	0	0	0	0
798	10527379	Violão Canhoto Elétrico Aço Natural Dallas Tuner Tagima	0	0	0	0	0	0
799	10528012	Capa Lg L5 Ii Preta Tpu	1	1	1	1	1	0
800	10528028	Capa Lg L5 Ii Transparente Tpu	1	1	1	1	1	0
801	10529052	Capa Samsung Galaxy Win Duos I8552 Preta	1	1	1	1	1	1
802	10529083	Mirror Cast Multilaser Au906 - Espelhamento De Tela Do Smartphone Ios Ou Android	0	1	0	0	0	1
803	10529870	Capa Alumínio Para Galaxy Siii, Prata	1	1	0	1	1	0
804	10529884	Capa Samsung Galaxy Win Duos I8552 Rosa	1	1	1	1	1	0
805	10530047	Estêncil Para Pintura Simples 10x30 Pimentas - Opa116 - Opa	0	0	0	0	0	0
806	10530104	Capa Samsung Galaxy S4 Mini Rosa	1	1	1	1	1	1
807	10530124	Capa Alumínio Para Galaxy Siii, Rosa	1	1	0	1	1	0
808	10530757	Capa Lg L4 Ii - Tpu Branca	1	1	1	1	1	0
809	10531096	Capa Lg L1 - Tpu Amarela	1	1	1	1	1	0
810	10531104	Capa Samsung Galaxy Win Duos Preta	1	1	1	1	1	1
811	10531129	Capa Lg L4 Ii - Tpu Rosa	1	1	1	1	1	0
812	10531159	Capa Lg L1 Tpu Transparente	1	1	1	1	1	0
813	10531165	Capa Lg L1 Tpu Rosa	1	1	1	1	1	0
814	10531171	Capa Flip Cover Branca - Samsung Galaxy Siii Mini	1	1	1	1	1	0
815	10531181	Jean Paul Gaultier Le Male Edt	0	0	0	0	0	0
816	10531606	Carregador Veicular Combo Power Bank E Lanterna Cor Roxo	0	1	0	0	0	1
817	10531915	Capa Samsung Pocket Neo S5310 Tpu Azul	1	1	1	1	1	0
818	10532791	Carregador Veicular Combo - Veicular Power Bank E Lanterna Cor Branco	0	1	0	0	0	1
819	10532846	Carregador Veicular Combo - Veicular Power Bank E Lanterna. Cor Branco	0	1	0	0	0	1
820	10532854	Carregador Veicular Combo - Veicular Power Bank E Lanterna. Cor Preto	0	1	0	0	0	1
821	10533751	Capa Transparente Para Motorola Moto X 2 Geração	1	1	1	1	1	0
822	10534201	Capa Samsung Pocket Neo Tpu Preto	1	1	1	1	1	0
823	10534440	Capa De Silicone Fumê Para Nokia 520	1	1	1	1	1	1
824	10535095	Capa Preta Para Microsoft Lumia 535	0	1	1	1	1	0
825	10535187	Capa Samsung Pocket Neo Tpu Rosa	1	1	1	1	1	1
826	10535189	Capa Samsung Pocket Neo Tpu Transparente	1	1	1	1	1	0
827	10535190	Capa Samsung Pocket Neo S5310 TPU Vermelho	1	1	1	1	1	0
828	10536342	Capa Samsung Pocket Neo Tpu Branco	1	1	1	1	1	0
829	10537296	Capa Samsung Tab 3 7.0 T210 Tpu Rosa	1	1	1	1	1	0
830	10537322	Capa Motorola Moto G TPU Transparente	1	1	1	1	1	0
831	10538240	Capa Samsung Galaxy Ace 3 Flip Azul	1	1	1	1	1	0
832	10538528	Capa De Silicone Fumê Para Nokia 630	1	1	1	1	1	0
833	10539110	Capa Samsung Galaxy Ace 3 SII Duos Tv TPU Rosa	1	1	1	1	1	0
834	10539415	Capa Samsung Galaxy Ace 3 SII Duos Tv TPU Azul	1	1	1	1	1	0
835	10539823	Capa Personalizada Exclusiva Motorola Moto G3 3ª Geração - Cv12	1	1	1	1	1	0
836	10539869	Tinta Color Keune 60ml - Cores   6.38 -  Louro Escuro Avelã  6.38 -  Louro Escuro Avelã  6.38 -  Louro Escuro Avelã	0	0	0	0	0	0
837	10540000	Capa Personalizada Exclusiva Motorola Moto G3 3ª Geração - At75	0	1	1	1	1	0
838	10540095	Capa Personalizada Exclusiva Motorola Moto G3 3ª Geração - Pe17	1	1	1	1	1	0
839	10540120	Capa Personalizada Exclusiva Motorola Moto G3 3ª Geração - Tx55	0	1	1	1	1	0
840	10540860	Cômoda Com 5 Gavetas S725 Kappesberg Branco	0	1	0	0	0	1
841	10541126	Cooler Ventilador 80x80 X25mm P/Placa Sleeve 3p Evercool	0	0	0	0	0	0
842	10541884	Kit Shampoo + Condicionador Niely Gold Pós Química	0	0	0	0	0	0
843	10542004	Bloco de Encaixe Bateria Antiaérea 226 peças Xalingo	0	0	0	0	0	0
844	10542006	Blocos De Encaixe - Corrida Maluca - Sem Limites - 59 Peças - Xalingo	0	0	0	0	0	0
845	10542013	Blocos de Encaixe Salão de Beleza 91 Peças - Xalingo	0	0	0	0	0	0
846	10542092	Máscara Eico Fios De Ouro 240g	0	0	0	0	0	0
847	10542324	Shampoo Capicilin Redutor De Volume Disciplinante 250ml	0	0	0	0	0	0
848	10542327	Shampoo Anti Caspa Clear Men Ice Cool Menthol 200ml	0	0	0	0	0	0
849	10542332	Shampoo Dove Óleo Nutrição 200ml	0	0	0	0	0	0
850	10542369	Shampoo Dove Men  Care Limpeza Refrescante 200ml	0	0	0	0	0	0
851	10542393	Shampoo Dove Reconstrução Completa 200ml	0	0	0	0	0	0
852	10542416	Shampoo Anti Caspa Clear Women Crescimento E Força 200Ml	0	0	0	0	0	0
853	10542446	Shampoo Baby Gotas de Brilho 200ml - Johnson & Johnson	0	0	0	0	0	0
854	10543402	Wella Professionals Color Touch Pure Naturals 4/0 Castanho Médio 60g	0	0	0	0	0	0
855	10543603	Capa Silicone Transparente Para Samsung Galaxy S5 Duos  - Underbody	1	1	1	1	1	0
856	10544056	Capa De Silicone Fumê Para Samsung Galaxy Alpha	1	1	1	1	1	1
857	10546526	Capa Lg G2 Tpu Preto	1	1	1	1	1	0
858	10546532	Capa Lg G2 Tpu Branco	1	1	1	1	1	1
859	10546566	Capa Lg G2 Tpu Rosa	1	1	1	1	1	0
860	10546797	Capa Transparente Para Asus Zenfone 5	1	1	0	1	1	0
861	10546861	Capa Samsung Galaxy Win Duos Ultra Slim Azul	1	1	1	1	1	0
862	10546864	Capa Samsung Galaxy Win Duos Ultra Slim Cinza	1	1	1	1	1	0
863	10546901	Capa Samsung Galaxy Win Duos Ultra Slim Transparente	1	1	1	1	1	1
864	10546904	Capa Samsung Galaxy Win Duos Ultra Slim Rosa	1	1	1	1	1	0
865	10546923	Capa Samsung Galaxy Win Duos Ultra Slim Verde	1	1	1	1	1	1
866	10547514	Bumper Motorola Moto G Branca	0	1	1	0	0	1
867	10547893	Capa Samsung Galaxy Win Duos Ultra Slim Vermelha	1	1	1	1	1	1
868	10548357	Bumper Samsung Galaxy S5 Azul	1	1	1	1	1	1
869	10548926	Capa Lg L70 Tpu Branca	1	1	1	1	1	0
870	10553279	Bracadeira Samsung Galaxy Alpha	0	1	1	1	1	0
871	10553283	Bracadeira Iphone 4	0	1	0	0	0	1
872	10553333	Bracadeira Samsung Galaxy A3	0	1	0	1	0	1
873	10553352	Bracadeira Lg L90	0	1	0	0	0	1
874	10553363	Bracadeira Iphone 5	0	1	0	0	0	1
875	10553429	Bracadeira Iphone 5c	0	1	0	0	0	1
876	10553827	Relé Temporizador De Vidros Elétricos	0	0	0	0	0	0
877	10553848	Tsa 060011 Boias Tubularanjaes Uno, Premio, Elba, Fior	0	0	0	0	0	0
878	10553872	Sensor De Pressão  Delphi Blazuler, Corsa, Ipanema,	0	0	0	0	0	0
879	10553879	Bobina Do Distribuidor  Delphi Ipanema, Kadett, Mo	0	0	0	0	0	0
880	10553880	Tampa Do Distribuidor  Delphi Ipanema, Kadett, Mon	0	0	0	0	0	0
881	10553891	Regulador De Voltagem 853-14v	0	0	0	0	0	0
882	10553921	Tsa 060002 Boias Tubularanjaes Tempra	0	0	0	0	0	0
883	10553971	Bracadeira Motorola Moto E	0	1	0	0	0	1
884	10554011	Filtro De Combustivel Wega  Airtrek	0	1	0	0	0	1
885	10554044	Sensor Temperatura Ar Iguaçu Golf, Kombi, Passat V	0	0	0	0	0	0
886	10554045	Sensor Temperatura Ar Iguaçu Clio, Laguna, Megane,	0	0	0	0	0	0
